keyword,avg_monthly,competition,competition_index,top_bid_low,top_bid_high,source_group,mapped_page,intent,priority,occurrences,source_files
ao smith minibot 3 ltr geyser,50,High,100,0.51,11.37,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 10 litre geyser,50,High,100,0.79,11.36,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 10 ltr geyser,50,High,100,0.79,11.36,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 15 litre geyser,50,High,100,0.83,11.36,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 3 litre geyser,50,High,100,0.54,11.36,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 3l geyser,50,High,100,0.54,11.36,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
tiles shop in parrys chennai,50,Medium,35,3.46,11.08,core,Tiles (L1),Commercial,Medium,1,seo/keyword-research/first-pass-core/set-1.csv
tiles shop in maduravoyal,50,Medium,36,4.24,11.0,core,Tiles (L1),Commercial,Medium,1,seo/keyword-research/first-pass-core/set-1.csv
wall tiles chennai,50,Medium,47,3.31,10.79,core,Tiles (L1),Commercial,Medium,1,seo/keyword-research/first-pass-core/set-1.csv
madhavaram tiles shop,50,Medium,33,3.95,10.57,core,Tiles (L1),Commercial,Medium,1,seo/keyword-research/first-pass-core/set-1.csv
ao smith geyser 15 ltr,50,High,90,0.89,10.51,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
2x2 floor tiles price in chennai,50,Low,26,1.26,10.44,core,Tiles (L1),Commercial,Medium,2,seo/keyword-research/first-pass-core/set-1.csv | seo/keyword-research/first-pass-core/set-2.csv
athangudi tiles showroom in chennai,50,Medium,42,2.25,10.08,core,Tiles (L1),Commercial,Medium,1,seo/keyword-research/first-pass-core/set-1.csv
ao smith finesse 25 ltr,50,High,98,1.79,10.06,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
tiles shop in adyar,50,Medium,59,8.01,9.98,core,Tiles (L1),Commercial,Medium,1,seo/keyword-research/first-pass-core/set-1.csv
ao smith 5 litre geyser,50,High,98,0.52,9.97,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
moroccan tiles chennai,50,High,90,5.01,9.88,core,Tiles (L1),Commercial,Medium,1,seo/keyword-research/first-pass-core/set-1.csv
ao smith express 15 litre geyser,50,High,100,1.97,9.86,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith finesse 15 litre geyser,50,High,100,1.48,9.59,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith water heater 3 litre price,50,High,100,0.41,9.57,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
tiles shop vadapalani,50,Low,29,2.4,9.28,core,Tiles (L1),Commercial,Medium,1,seo/keyword-research/first-pass-core/set-1.csv
ao smith geyser price,50,High,93,0.42,9.1,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith express 10 litre geyser,50,High,100,1.67,8.91,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith finesse 10 litre,50,High,100,0.54,8.91,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith finesse 10l,50,High,100,0.54,8.91,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith storage water heater,50,High,100,0.48,8.91,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
bathroom floor tiles price in chennai,50,High,100,1.27,8.8,core,Tiles (L1),Commercial,Medium,1,seo/keyword-research/first-pass-core/set-1.csv
kajaria showroom egmore,50,Low,18,3.28,8.54,core,Unmapped - review,Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
kajaria egmore,50,Low,14,8.0,8.15,core,Unmapped - review,Commercial,Low,2,seo/keyword-research/first-pass-core/set-1.csv | seo/keyword-research/first-pass-core/set-3.csv
glass mosaic tiles chennai,50,High,99,4.67,8.14,core,Tiles (L1),Commercial,Medium,1,seo/keyword-research/first-pass-core/set-1.csv
kajaria tiles showroom egmore,50,Low,12,3.58,8.12,core,Tiles (L1),Commercial,Medium,1,seo/keyword-research/first-pass-core/set-1.csv
kajaria tiles showroom anna nagar,50,Low,31,3.05,8.09,core,Tiles (L1),Commercial,Medium,1,seo/keyword-research/first-pass-core/set-1.csv
ao smith geyser 10 ltr price,50,High,99,0.67,7.23,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith finesse,50,High,96,0.79,6.24,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
carysil sink chennai,50,High,82,2.29,5.6,core,Sinks (L2),Commercial,Medium,2,seo/keyword-research/first-pass-core/set-10.csv | seo/keyword-research/second-pass-brands/set-11.csv
ao smith heater,50,High,96,0.56,3.58,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith ews 3,50,High,100,0.55,2.34,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith proplanet p6,50,High,93,0.78,1.45,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith water heater 3 litre,50,High,100,0.51,1.06,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
100108283,50,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
15 litre geyser ao smith,50,Medium,50,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
2 * 2 tiles price in chennai,50,Low,25,0.0,0.0,core,Tiles (L1),Commercial,Low,2,seo/keyword-research/first-pass-core/set-1.csv | seo/keyword-research/first-pass-core/set-2.csv
2 x 2 tiles price in chennai,50,Unknown,0,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
25 litre ao smith geyser,50,High,100,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
25 litre geyser ao smith,50,High,81,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
3d floor tiles price in chennai,50,Unknown,0,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
3d tiles in chennai,50,High,100,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
3d tiles price in chennai,50,Low,0,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
3d tiles showroom in chennai,50,Unknown,0,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
9006101205,50,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
a and o smith water heaters,50,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
a smith geyser,50,High,100,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
a smith water heater,50,High,100,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
a0 smith,50,Low,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
a0 smith water heater,50,High,100,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ac smith hot water tank,50,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
aerosmith hot water heater,50,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
aerosmith water heaters,50,High,100,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
affa tiles chennai,50,Low,19,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
agl tiles chennai,50,Low,11,0.0,0.0,brands,Tiles (L1),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-9.csv
agl tiles dealers in chennai,50,Unknown,0,0.0,0.0,core,Tiles (L1),Commercial,Low,2,seo/keyword-research/first-pass-core/set-1.csv | seo/keyword-research/second-pass-brands/set-9.csv
agl tiles showroom in chennai,50,Low,7,0.0,0.0,core,Tiles (L1),Commercial,Low,2,seo/keyword-research/first-pass-core/set-1.csv | seo/keyword-research/second-pass-brands/set-9.csv
ajita g rajendra,50,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
alfa tiles chennai,50,Medium,43,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
amazon ao smith geyser,50,High,100,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
andavar tiles madhavaram,50,Low,2,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
anuj cool roof tiles price in chennai,50,Low,4,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
anuj tiles in chennai,50,Low,14,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
anuj tiles porur chennai,50,Low,4,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
anuj tiles showroom in chennai,50,Low,19,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
ao corporation,50,Low,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao geyser,50,High,86,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao heaters,50,High,71,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao purifier,50,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao ro,50,High,71,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 10 litre geyser finesse,50,High,100,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 10 litre geyser price,50,High,100,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 10 litre water heater,50,High,100,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 15 l storage water geyser,50,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 15 litre geyser finesse,50,High,100,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 15 litre water heater,50,High,88,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 20 litre geyser,50,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 25 litre,50,High,100,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 25 litre geyser finesse,50,High,100,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 25 litre geyser heating time,50,Low,24,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 25 litre geyser price,50,High,100,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 25 litre water heater,50,High,100,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 25 ltr,50,High,100,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 3 l instant water geyser,50,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 3 litre geyser minibot,50,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 3 litre geyser price,50,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 3 litre instant geyser,50,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 3 ltr,50,High,100,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 3 ltr instant geyser,50,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 300 litre heat pump price,50,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 35 litre geyser,50,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 5 litre geyser price,50,High,100,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 5 star geyser,50,High,100,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 6 litre geyser,50,High,100,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 6 litre geyser price,50,High,100,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith 70 litre geyser,50,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith ac,50,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith air conditioner,50,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith air purifier,50,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith alkaline water purifier,50,High,86,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith amazon,50,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith aqua air water system tank,50,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith authorized dealers,50,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith best geyser,50,High,100,0.0,0.0,brands,Water Heaters (L2),Informational,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith best water purifier,50,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Informational,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith bladder tank,50,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith booster pump,50,Low,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith booster pump price,50,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith brand,50,Medium,50,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith bth150,50,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith c2va 120e,50,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith ceo,50,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith com,50,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith company,50,Low,5,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith copper water purifier,50,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith corp,50,Low,5,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith corporation,50,Low,5,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith dealers,50,Medium,43,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith dealers near me,50,Low,31,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith del20,50,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith del6,50,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith den40,50,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith digital geyser,50,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
